,Header,Description,Time,Label
373,"Political Independents: Who They Are, What They Think",Most independents are not all that “independent” politically. And the small share of Americans who are truly independent stand out for their low level of interest in politics.,2019-03-14T00:00:00+00:00,report
374,Partisans are divided on whether they associate the news media or Trump with ‘made-up’ news,Republicans and Democrats are particularly divided on how closely they connect made-up news to the news media or to President Trump.,2019-06-05T00:00:00+00:00,short reads
375,U.S. Unauthorized Immigrant Total Dips to Lowest Level in a Decade,"There were 10.7 million unauthorized immigrants in the U.S. in 2016, down from 12.2 million in 2007. The total is the lowest since 2004 and is tied to a decline in the number of Mexican unauthorized immigrants.",2018-11-27T00:00:00+00:00,report
376,British attitudes on national identity and religious minorities not unique in EU,"On issues including national identity and religious minorities, views among UK adults align very closely to general opinion across the EU.",2019-02-19T00:00:00+00:00,short reads
377,Many worldwide oppose more migration – both into and out of their countries,"As the number of international migrants reaches new highs, people around the world show little appetite for more migration – both into and out of their countries.",2018-12-10T00:00:00+00:00,short reads
378,A Sampling of Public Opinion in India,Most Indians are satisfied with their country’s direction and the economic prospects of the next generation despite dissatisfaction over issues including unemployment and the efficacy of elections.,2019-03-25T00:00:00+00:00,report
379,"Only 2% of federal criminal defendants went to trial in 2018, and most who did were found guilty",Trials are rare in the federal criminal justice system: Just 2% of criminal defendants went to trial in fiscal 2018. Acquittals are even rarer.,2019-06-11T00:00:00+00:00,short reads
380,Many worldwide oppose more migration – both into and out of their countries,"As the number of international migrants reaches new highs, people around the world show little appetite for more migration – both into and out of their countries.",2018-12-10T00:00:00+00:00,short reads
381,"Most Border Wall Opponents, Supporters Say Shutdown Concessions Are Unacceptable",Partisan divide on whether shutdown is ‘very serious’ problem,2019-01-16T00:00:00+00:00,report
382,"Like Americans overall, U.S. Catholics are sharply divided by party","On a number of issues, Catholic partisans often express opinions more in line with their political parties’ positions than with their church’s teachings.",2019-01-24T00:00:00+00:00,short reads
383,World’s population is projected to nearly stop growing by the end of the century,"For the first time in modern history, the world’s population is expected to virtually stop growing by the end of this century.",2019-06-17T00:00:00+00:00,short reads
384,Border apprehensions increased in 2018 – especially for migrant families,"There were nearly 467,000 apprehensions at the U.S.-Mexico border in 2018. Family members accounted for about a third of those apprehensions.",2019-01-16T00:00:00+00:00,short reads
385,Number of U.S.-born babies with unauthorized immigrant parents has fallen since 2007,"About 250,000 babies were born to unauthorized immigrant parents in the United States in 2016, the latest year for which information is available, according to a new Pew Research Center analysis of government data about illegal immigration. This represents a 36% decrease from a peak of about 390,000 in 2007.",2018-11-01T00:00:00+00:00,short reads
386,"Immigration concerns fall in Western Europe, but most see need for newcomers to integrate into society",A median of 23% in eight key countries in Western Europe name immigration as one of the top two problems facing their country.,2018-10-22T00:00:00+00:00,short reads
387,"Despite Rising Economic Confidence, Japanese See Best Days Behind Them and Say Children Face a Bleak Future",Japanese feel better about their economy than at any time in nearly two decades. But they also believe average people are worse off than before the Great Recession and worry about their children’s futures.,2018-11-12T00:00:00+00:00,report
388,"Younger adults in Western Europe are more socially, politically progressive than older age groups","They tend to be more left-leaning, more progressive in their social and political views, more receptive to immigrants and more favorable toward the European Union. They are also more mixed in their views of traditional center-left parties than older Western Europeans.",2018-10-30T00:00:00+00:00,short reads
389,Conflicting Partisan Priorities for U.S. Foreign Policy,"The public’s leading long-range foreign policy goals for the United States are focused on security, including economic security. About seven-in-ten (72%) say that taking measures to protect the U.S. from terrorist attacks should be a top priority for the country, while about as many (71%) say the same about protecting the jobs of American workers.",2018-11-29T00:00:00+00:00,report
390,Conflicting Partisan Priorities for U.S. Foreign Policy,"The public’s leading long-range foreign policy goals for the United States are focused on security, including economic security. About seven-in-ten (72%) say that taking measures to protect the U.S. from terrorist attacks should be a top priority for the country, while about as many (71%) say the same about protecting the jobs of American workers.",2018-11-29T00:00:00+00:00,report
391,More Latinos Have Serious Concerns About Their Place in America Under Trump,"About half of U.S. Latinos say the situation for Hispanics in the U.S. has worsened over the past year, and a majority say they worry that they or someone they know could be deported.",2018-10-25T00:00:00+00:00,report
392,"Early Benchmarks Show ‘Post-Millennials’ on Track to Be Most Diverse, Best-Educated Generation Yet",Today’s 6- to 21-year-olds are already America’s most racially and ethnically diverse generation – and more of them are heading to college than previous generations.,2018-11-15T00:00:00+00:00,report
393,18 striking findings from 2018,Pew Research Center takes the pulse of Americans and people around the world on many issues every year. Read 18 of this year’s standout findings.,2018-12-13T00:00:00+00:00,short reads
394,Immigrants or children of immigrants make up at least 12% of 115th Congress,At least 65 of the current voting members of Congress are immigrants or the children of immigrants. These members represent nearly half of U.S. states.,2018-08-21T00:00:00+00:00,short reads
395,Millennial life: How young adulthood today compares with prior generations,"Now that the youngest Millennials are adults, how do they compare with those who were their age in the generations that came before them?",2019-02-14T00:00:00+00:00,report
